,label,text,source
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",sms-spam-dataset
49,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,sms-spam-dataset
50,ham,What you thinked about me. First time you saw me in class.,sms-spam-dataset
51,ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;",sms-spam-dataset
52,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,sms-spam-dataset
53,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",sms-spam-dataset
54,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms-spam-dataset
55,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,sms-spam-dataset
56,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",sms-spam-dataset
57,ham,"Sorry, I'll call later in meeting.",sms-spam-dataset
58,ham,Tell where you reached,sms-spam-dataset
59,ham,Yes..gauti and sehwag out of odi series.,sms-spam-dataset
60,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,sms-spam-dataset
61,ham,Ha ha ha good joke. Girls are situation seekers.,sms-spam-dataset
62,ham,Its a part of checking IQ,sms-spam-dataset
63,ham,"Sorry my roommates took forever, it ok if I come by now?",sms-spam-dataset
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,sms-spam-dataset
65,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",sms-spam-dataset
66,ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",sms-spam-dataset
67,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",sms-spam-dataset
68,spam,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",sms-spam-dataset
69,ham,I plane to give on this month end.,sms-spam-dataset
70,ham,Wah lucky man... Then can save money... Hee...,sms-spam-dataset
71,ham,Finished class where are you.,sms-spam-dataset
72,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,sms-spam-dataset
73,ham,K..k:)where are you?how did you performed?,sms-spam-dataset
74,ham,U can call me now...,sms-spam-dataset
75,ham,I am waiting machan. Call me once you free.,sms-spam-dataset
76,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,sms-spam-dataset
77,ham,I like you peoples very much:) but am very shy pa.,sms-spam-dataset
78,ham,Does not operate after  &lt;#&gt;  or what,sms-spam-dataset
79,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,sms-spam-dataset
80,ham,"Sorry, I'll call later",sms-spam-dataset
81,ham,K. Did you call me just now ah? ,sms-spam-dataset
82,ham,Ok i am on the way to home hi hi,sms-spam-dataset
83,ham,You will be in the place of that man,sms-spam-dataset
84,ham,Yup next stop.,sms-spam-dataset
85,ham,"I call you later, don't have network. If urgnt, sms me.",sms-spam-dataset
86,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,sms-spam-dataset
87,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,sms-spam-dataset
88,ham,I'm really not up to it still tonight babe,sms-spam-dataset
89,ham,"Ela kano.,il download, come wen ur free..",sms-spam-dataset
90,ham,Yeah do! Don‘t stand to close tho- you‘ll catch something!,sms-spam-dataset
91,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sms-spam-dataset
92,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,sms-spam-dataset
93,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,sms-spam-dataset
94,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,sms-spam-dataset
95,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",sms-spam-dataset
96,ham,Watching telugu movie..wat abt u?,sms-spam-dataset
97,ham,i see. When we finish we have loads of loans to pay,sms-spam-dataset
98,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",sms-spam-dataset
99,ham,I see a cup of coffee animation,sms-spam-dataset
100,ham,Please don't text me anymore. I have nothing else to say.,sms-spam-dataset
101,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,sms-spam-dataset
102,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,sms-spam-dataset
103,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,sms-spam-dataset
104,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",sms-spam-dataset
105,ham,Umma my life and vava umma love you lot dear,sms-spam-dataset
106,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,sms-spam-dataset
107,ham,"Aight, I'll hit you up when I get some cash",sms-spam-dataset
108,ham,How would my ip address test that considering my computer isn't a minecraft server,sms-spam-dataset
109,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,sms-spam-dataset
110,ham,Dont worry. I guess he's busy.,sms-spam-dataset
111,ham,What is the plural of the noun research?,sms-spam-dataset
112,ham,Going for dinner.msg you after.,sms-spam-dataset
113,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,sms-spam-dataset
114,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,sms-spam-dataset
115,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",sms-spam-dataset
116,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",sms-spam-dataset
117,spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,sms-spam-dataset
118,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,sms-spam-dataset
119,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,sms-spam-dataset
120,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,sms-spam-dataset
121,spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",sms-spam-dataset
122,ham,here is my new address -apples&pairs&all that malarky,sms-spam-dataset
123,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,sms-spam-dataset
124,ham,I am going to sao mu today. Will be done only at 12 ,sms-spam-dataset
125,ham,Ü predict wat time ü'll finish buying?,sms-spam-dataset
126,ham,"Good stuff, will do.",sms-spam-dataset
127,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",sms-spam-dataset
128,ham,Are you there in room.,sms-spam-dataset
129,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,sms-spam-dataset
130,ham,K..k:)how much does it cost?,sms-spam-dataset
131,ham,I'm home.,sms-spam-dataset
132,ham,"Dear, will call Tmorrow.pls accomodate.",sms-spam-dataset
133,ham,First answer my question.,sms-spam-dataset
134,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,sms-spam-dataset
135,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,sms-spam-dataset
136,ham,I only haf msn. It's yijue@hotmail.com,sms-spam-dataset
137,ham,He is there. You call and meet him,sms-spam-dataset
138,ham,No no. I will check all rooms befor activities,sms-spam-dataset
139,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,sms-spam-dataset
140,ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,sms-spam-dataset
141,ham,"K, text me when you're on the way",sms-spam-dataset
142,ham,"Sir, Waiting for your mail.",sms-spam-dataset
143,ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",sms-spam-dataset
144,ham,I know you are. Can you pls open the back?,sms-spam-dataset
145,ham,Yes see ya not on the dot,sms-spam-dataset
146,ham,Whats the staff name who is taking class for us?,sms-spam-dataset
147,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",sms-spam-dataset
148,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,sms-spam-dataset
149,ham,K..i deleted my contact that why?,sms-spam-dataset
150,ham,Sindu got job in birla soft ..,sms-spam-dataset
151,ham,The wine is flowing and i'm i have nevering..,sms-spam-dataset
152,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,sms-spam-dataset
153,ham,Ok... Ur typical reply...,sms-spam-dataset
154,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,sms-spam-dataset
155,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",sms-spam-dataset
156,ham,Aaooooright are you at work?,sms-spam-dataset
157,ham,I'm leaving my house now...,sms-spam-dataset
158,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",sms-spam-dataset
159,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,sms-spam-dataset
160,spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,sms-spam-dataset
161,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,sms-spam-dataset
162,ham,New car and house for my parents.:)i have only new job in hand:),sms-spam-dataset
163,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,sms-spam-dataset
164,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,sms-spam-dataset
165,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",sms-spam-dataset
166,ham,I place all ur points on e cultures module already.,sms-spam-dataset
167,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,sms-spam-dataset
168,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",sms-spam-dataset
169,ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,sms-spam-dataset
170,ham,Yes :)it completely in out of form:)clark also utter waste.,sms-spam-dataset
171,ham,"Sir, I need AXIS BANK account no and bank address.",sms-spam-dataset
172,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",sms-spam-dataset
173,ham,What time you coming down later? ,sms-spam-dataset
174,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",sms-spam-dataset
175,ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",sms-spam-dataset
176,ham,Let me know when you've got the money so carlos can make the call,sms-spam-dataset
177,ham,U still going to the mall?,sms-spam-dataset
178,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",sms-spam-dataset
179,ham,Text her. If she doesnt reply let me know so i can have her log in,sms-spam-dataset
180,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,sms-spam-dataset
181,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,sms-spam-dataset
182,ham,Lol no. U can trust me.,sms-spam-dataset
183,ham,ok. I am a gentleman and will treat you with dignity and respect.,sms-spam-dataset
184,ham,"He will, you guys close?",sms-spam-dataset
185,ham,Going on nothing great.bye,sms-spam-dataset
186,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,sms-spam-dataset
187,ham,"Haha awesome, be there in a minute",sms-spam-dataset
188,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,sms-spam-dataset
189,ham,Have you got Xmas radio times. If not i will get it now,sms-spam-dataset
190,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,sms-spam-dataset
191,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,sms-spam-dataset
192,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,sms-spam-dataset
193,ham,Hi :)finally i completed the course:),sms-spam-dataset
194,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,sms-spam-dataset
195,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,sms-spam-dataset
196,ham,Gud mrng dear hav a nice day,sms-spam-dataset
197,ham,Did u got that persons story,sms-spam-dataset
198,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,sms-spam-dataset
199,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,sms-spam-dataset
200,ham,"Found it, ENC  &lt;#&gt; , where you at?",sms-spam-dataset
201,ham,I sent you  &lt;#&gt;  bucks,sms-spam-dataset
202,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,sms-spam-dataset
203,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,sms-spam-dataset
204,ham,Goodmorning sleeping ga.,sms-spam-dataset
205,ham,U call me alter at 11 ok.,sms-spam-dataset
206,ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,sms-spam-dataset
207,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",sms-spam-dataset
208,ham,"Aight yo, dats straight dogg",sms-spam-dataset
209,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,sms-spam-dataset
210,ham,Both :) i shoot big loads so get ready!,sms-spam-dataset
211,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",sms-spam-dataset
212,ham,Home so we can always chat,sms-spam-dataset
213,ham,K:)k:)good:)study well.,sms-spam-dataset
214,ham,Yup... How ü noe leh...,sms-spam-dataset
215,ham,Sounds great! Are you home now?,sms-spam-dataset
216,ham,Finally the match heading towards draw as your prediction.,sms-spam-dataset
217,ham,Tired. I haven't slept well the past few nights.,sms-spam-dataset
218,ham,Easy ah?sen got selected means its good..,sms-spam-dataset
219,ham,I have to take exam with march 3,sms-spam-dataset
220,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,sms-spam-dataset
221,ham,Ok no prob. Take ur time.,sms-spam-dataset
222,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,sms-spam-dataset
223,ham,"Sorry, I'll call later",sms-spam-dataset
224,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,sms-spam-dataset
225,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",sms-spam-dataset
226,ham,Would really appreciate if you call me. Just need someone to talk to.,sms-spam-dataset
227,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",sms-spam-dataset
228,ham,Hey company elama po mudyadhu.,sms-spam-dataset
229,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",sms-spam-dataset
230,ham,Dear good morning now only i am up,sms-spam-dataset
231,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,sms-spam-dataset
232,ham,Dear we are going to our rubber place,sms-spam-dataset
233,ham,"Sorry battery died, yeah I'm here",sms-spam-dataset
234,ham,Yes:)here tv is always available in work place..,sms-spam-dataset
235,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,sms-spam-dataset
236,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,sms-spam-dataset
237,ham,Or ill be a little closer like at the bus stop on the same street,sms-spam-dataset
238,ham,Where are you?when wil you reach here?,sms-spam-dataset
239,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",sms-spam-dataset
240,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,sms-spam-dataset
241,ham,Tomarrow final hearing on my laptop case so i cant.,sms-spam-dataset
242,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,sms-spam-dataset
243,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",sms-spam-dataset
244,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",sms-spam-dataset
245,ham,U don't remember that old commercial?,sms-spam-dataset
246,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,sms-spam-dataset
247,ham,I asked you to call him now ok,sms-spam-dataset
248,ham,Kallis wont bat in 2nd innings.,sms-spam-dataset
249,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,sms-spam-dataset
250,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,sms-spam-dataset
251,ham,Ranjith cal drpd Deeraj and deepak 5min hold,sms-spam-dataset
252,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",sms-spam-dataset
253,ham,What you doing?how are you?,sms-spam-dataset
254,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",sms-spam-dataset
255,ham,"I'm back, lemme know when you're ready",sms-spam-dataset
256,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,sms-spam-dataset
257,ham,Mmm so yummy babe ... Nice jolt to the suzy,sms-spam-dataset
258,ham,Where are you lover ? I need you ...,sms-spam-dataset
259,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,sms-spam-dataset
260,ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,sms-spam-dataset
261,ham,Yup,sms-spam-dataset
262,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,sms-spam-dataset
263,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,sms-spam-dataset
264,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,sms-spam-dataset
265,ham,Why you Dint come with us.,sms-spam-dataset
266,ham,Same. Wana plan a trip sometme then,sms-spam-dataset
267,ham,"Not sure yet, still trying to get a hold of him",sms-spam-dataset
268,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,sms-spam-dataset
269,ham,The evo. I just had to download flash. Jealous?,sms-spam-dataset
270,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,sms-spam-dataset
271,ham,"Come to mu, we're sorting out our narcotics situation",sms-spam-dataset
272,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",sms-spam-dataset
273,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,sms-spam-dataset
274,ham,"Usf I guess, might as well take 1 car",sms-spam-dataset
275,ham,No objection. My bf not coming.,sms-spam-dataset
276,ham,Thanx...,sms-spam-dataset
277,ham,Tell rob to mack his gf in the theater,sms-spam-dataset
278,ham,"Awesome, I'll see you in a bit",sms-spam-dataset
279,ham,Just sent it. So what type of food do you like?,sms-spam-dataset
280,ham,All done? All handed in? Celebrations in full swing yet?,sms-spam-dataset
281,ham,You got called a tool?,sms-spam-dataset
282,ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",sms-spam-dataset
283,ham,Ok. I asked for money how far,sms-spam-dataset
284,ham,Okie...,sms-spam-dataset
